crop_name,season,region,year,area_hectares,rainfall_mm,temperature_celsius,fertilizer_amount_kg,actual_yield_kg
sorghum,belg,SNNPR,2022,7.95,947.0,15.2,43.1,18969.0
barley,meher,Tigray,2017,8.47,518.9,17.3,52.4,11120.6
coffee,belg,Oromia,2015,9.64,1607.2,34.4,79.5,9998.7
sorghum,belg,Afar,2021,14.85,684.3,12.4,11.8,25691.0
coffee,meher,Oromia,2019,10.34,871.4,34.4,134.3,12035.7
wheat,meher,Sidama,2017,5.58,1055.6,33.3,175.6,16652.3
sesame,meher,SNNPR,2016,6.61,1767.8,22.5,194.7,10800.7
barley,belg,Tigray,2019,18.1,694.8,30.7,185.3,32642.4
wheat,belg,Afar,2022,15.39,526.9,31.3,131.5,37536.4
chickpea,meher,Amhara,2017,1.56,574.7,21.8,32.7,1573.1
chickpea,meher,Tigray,2020,19.78,1141.3,21.4,22.5,25725.3
wheat,meher,SNNPR,2016,4.47,726.2,30.9,150.0,12587.6
sorghum,meher,Sidama,2024,4.02,1680.6,16.2,99.6,8713.5
maize,belg,Oromia,2019,13.79,1321.0,19.9,118.1,62658.7
wheat,meher,Oromia,2022,16.7,1289.3,21.4,191.0,47717.5
teff,belg,Oromia,2024,19.04,787.4,28.3,146.9,39018.6
sorghum,meher,Afar,2019,6.8,383.3,11.8,190.4,13962.9
sesame,meher,Tigray,2019,3.97,1747.6,31.6,17.8,4037.9
sesame,belg,Afar,2017,2.85,1036.3,20.8,161.3,3219.5
barley,meher,SNNPR,2016,16.73,1069.0,22.2,177.1,33522.0
sesame,meher,Tigray,2020,12.47,951.2,20.7,8.1,9741.0
coffee,belg,Afar,2018,13.13,1370.5,33.3,105.5,15604.0
chickpea,belg,Oromia,2022,6.36,1776.3,27.1,60.1,9597.7
sorghum,belg,SNNPR,2024,1.43,414.8,11.1,21.5,2312.5
barley,belg,SNNPR,2024,2.09,1055.2,12.8,132.3,4492.5
wheat,meher,Tigray,2015,2.12,1615.1,17.4,117.4,5163.4
barley,belg,Amhara,2018,4.11,1420.5,25.1,174.3,10479.1
maize,belg,Sidama,2015,0.61,475.0,14.3,95.4,1736.7
chickpea,belg,Sidama,2024,7.53,1310.7,27.3,79.0,8371.3
barley,meher,Amhara,2017,0.77,467.9,10.4,194.1,1613.5
wheat,meher,Tigray,2023,4.22,751.4,21.6,94.8,10214.6
teff,meher,Amhara,2017,14.91,967.9,22.1,3.9,21113.1
barley,belg,Oromia,2020,0.65,1245.6,27.8,195.9,1588.5
chickpea,belg,Oromia,2022,8.29,1070.0,28.1,187.1,15409.3
sorghum,meher,Sidama,2015,8.73,773.8,11.6,178.6,16946.1
sesame,belg,Oromia,2022,12.64,1269.3,21.2,87.2,14954.1
chickpea,belg,Tigray,2018,10.4,1181.5,27.1,184.3,19367.6
chickpea,meher,SNNPR,2021,19.22,1549.6,26.8,146.9,34199.8
wheat,meher,SNNPR,2016,13.51,493.6,15.0,121.1,25078.6
maize,belg,Tigray,2019,5.08,1135.2,35.0,71.8,16609.7
wheat,meher,Oromia,2020,8.9,1226.3,13.0,44.8,27478.2
barley,belg,SNNPR,2015,15.52,1135.5,32.4,170.7,38222.3
maize,meher,Tigray,2022,19.27,1433.6,34.4,156.3,61514.7
maize,meher,Sidama,2016,3.76,477.1,15.1,72.3,11452.7
chickpea,meher,Amhara,2020,7.02,506.7,31.2,87.8,5669.5
sesame,meher,Amhara,2022,7.16,1057.5,12.1,74.5,6041.4
sorghum,meher,Sidama,2021,15.85,507.0,20.7,183.6,32313.1
chickpea,belg,Oromia,2022,3.34,314.9,30.2,188.7,4603.5
wheat,belg,Oromia,2021,15.3,1290.3,26.0,180.5,48139.0
teff,belg,Tigray,2021,17.77,1351.2,31.8,144.3,32940.4
barley,meher,Afar,2021,9.2,607.7,23.6,157.7,21359.9
chickpea,belg,Afar,2021,15.62,1621.5,12.1,107.5,21029.5
wheat,belg,Amhara,2016,10.48,768.4,18.5,127.1,31630.7
teff,meher,Sidama,2024,5.54,1548.3,17.6,84.5,8751.2
coffee,belg,Afar,2023,7.41,371.6,26.3,24.9,5328.8
barley,meher,Tigray,2020,19.67,1508.1,34.7,113.1,48672.3
sorghum,belg,SNNPR,2019,13.5,1522.6,24.3,28.0,27873.0
sesame,meher,Oromia,2020,10.57,588.8,29.5,90.9,8426.3
sesame,meher,Oromia,2015,8.79,495.1,15.4,15.6,5327.4
sesame,belg,SNNPR,2024,10.23,935.1,21.0,186.2,9437.6
wheat,meher,Sidama,2017,9.95,986.6,34.2,102.6,25987.1
maize,meher,Tigray,2022,1.14,535.3,24.0,184.3,4804.2
maize,meher,SNNPR,2024,6.15,1084.2,12.9,61.0,24397.1
coffee,belg,SNNPR,2022,1.05,514.3,29.6,84.4,1038.4
barley,meher,Amhara,2022,0.54,1121.3,11.7,8.9,921.9
chickpea,belg,Sidama,2022,18.06,1472.0,21.9,144.0,27219.6
chickpea,belg,Afar,2022,3.41,1391.8,12.2,125.0,4534.9
sesame,belg,Amhara,2021,7.11,368.7,26.8,88.6,4758.3
wheat,meher,Sidama,2019,11.44,485.7,24.0,38.5,28522.8
teff,meher,Tigray,2023,17.99,480.4,33.4,35.9,30289.0
sorghum,belg,Oromia,2023,12.33,902.7,11.1,172.4,29238.2
teff,belg,Tigray,2017,8.59,1589.5,17.9,51.4,16837.7
wheat,belg,Amhara,2017,5.48,434.4,17.7,81.5,13709.0
wheat,meher,Sidama,2020,4.04,1370.0,17.5,19.7,12466.6
barley,belg,Oromia,2015,4.45,1428.2,24.7,98.6,12027.0
sesame,meher,SNNPR,2015,6.71,1129.7,11.6,5.8,3590.3
teff,belg,Sidama,2024,13.66,669.5,23.9,157.0,19686.9
barley,belg,Tigray,2016,17.0,1050.6,29.6,28.5,28881.2
sorghum,belg,Sidama,2022,1.31,1519.0,34.0,124.1,3107.4
wheat,meher,Oromia,2022,5.83,676.3,27.0,199.8,16974.9
barley,meher,Amhara,2023,11.48,751.0,19.9,24.6,18991.0
wheat,belg,Tigray,2018,12.4,1736.1,18.0,136.4,35977.3
chickpea,belg,Amhara,2020,7.16,989.7,25.0,3.2,8922.6
wheat,meher,Sidama,2022,0.58,314.4,14.3,111.2,1293.8
sesame,meher,Afar,2016,11.0,1638.9,30.4,89.0,11189.2
maize,belg,Tigray,2024,7.48,565.8,29.2,139.4,29030.5
sorghum,belg,Oromia,2018,14.99,1437.6,27.0,141.8,38258.2
sorghum,meher,Sidama,2019,16.26,631.7,34.5,193.5,41775.3
sorghum,meher,Amhara,2021,2.66,716.0,22.5,34.1,5650.5
sorghum,meher,Oromia,2024,3.0,397.6,16.5,114.0,6275.8
barley,meher,Afar,2015,19.84,1339.5,23.3,50.6,48572.6
chickpea,meher,Tigray,2015,17.15,784.5,31.1,81.4,22375.5
chickpea,belg,Sidama,2015,17.73,636.8,16.9,84.0,23160.7
chickpea,belg,Oromia,2021,4.29,422.7,24.3,5.1,3824.0
sesame,meher,Amhara,2018,3.71,766.2,25.6,19.3,1452.0
chickpea,belg,Oromia,2024,16.05,1702.6,31.0,49.4,16668.6
teff,belg,Sidama,2018,18.9,1463.6,25.5,152.8,41369.3
chickpea,meher,Oromia,2015,18.38,866.1,32.3,138.7,24458.5
chickpea,meher,SNNPR,2024,12.71,398.7,26.9,111.9,13827.6
barley,belg,Tigray,2016,12.54,916.7,31.6,157.5,23641.4
chickpea,belg,Sidama,2024,2.47,1276.4,26.9,5.2,2723.5
coffee,meher,Oromia,2016,0.74,1369.9,24.8,168.2,1157.5
barley,belg,Tigray,2022,14.63,966.9,16.1,159.4,30687.1
teff,meher,SNNPR,2024,9.0,1739.6,28.9,62.2,19979.3
wheat,belg,SNNPR,2024,7.19,853.2,10.2,117.3,15290.8
wheat,meher,Amhara,2023,16.47,1139.2,11.4,68.8,50366.4
sorghum,meher,SNNPR,2018,13.52,1342.2,34.5,120.0,30640.0
coffee,belg,Sidama,2019,8.66,543.4,21.4,157.8,11037.7
teff,meher,Afar,2018,9.6,619.7,22.0,153.7,17794.8
coffee,belg,Amhara,2021,4.09,1784.8,19.1,14.7,5532.8
barley,belg,Amhara,2024,18.3,839.9,34.4,39.8,32107.4
barley,meher,Amhara,2019,14.52,809.7,23.9,35.7,34548.3
maize,meher,Afar,2017,7.89,1481.1,12.8,187.2,30982.2
barley,belg,Amhara,2020,16.29,1291.4,33.5,195.4,46757.6
maize,meher,Amhara,2017,16.0,587.5,19.5,74.9,52006.2
sesame,meher,Oromia,2024,11.95,1581.7,17.4,29.7,12195.7
barley,meher,Sidama,2024,17.77,613.9,12.0,94.1,38937.8
maize,meher,Sidama,2021,15.15,1267.6,22.7,99.7,48682.7
coffee,belg,Afar,2022,9.74,1171.8,26.0,158.1,13737.9
teff,meher,Amhara,2018,9.32,651.6,15.5,85.0,13620.0
coffee,belg,Sidama,2016,3.12,426.0,21.1,70.3,3019.4
teff,belg,Sidama,2024,7.06,976.7,20.8,73.5,10990.8
teff,meher,Tigray,2018,5.68,413.8,32.5,58.9,7600.1
maize,belg,Amhara,2016,2.81,840.4,23.7,66.8,8971.1
barley,meher,Afar,2024,19.96,1797.6,28.8,148.0,45598.4
barley,meher,SNNPR,2019,16.54,1474.7,20.1,81.2,31409.4
chickpea,meher,Tigray,2018,4.93,1423.7,21.9,103.2,7345.8
chickpea,belg,SNNPR,2016,6.6,581.8,29.3,139.6,8563.8
teff,belg,Amhara,2024,17.54,758.4,28.4,100.0,32896.1
coffee,belg,Amhara,2021,8.8,1428.9,29.1,138.1,11750.0
teff,meher,Amhara,2020,11.58,1498.7,32.8,114.8,25351.6
sesame,belg,Amhara,2021,1.74,879.7,21.9,65.8,1810.5
barley,meher,Amhara,2016,13.66,566.5,30.7,120.7,24404.3
teff,meher,Amhara,2016,18.27,878.8,15.1,58.2,24274.4
coffee,meher,Amhara,2020,17.26,916.3,13.9,22.1,14801.7
sesame,belg,Afar,2016,8.09,1655.4,15.2,174.1,10552.2
chickpea,meher,Sidama,2024,18.81,1181.2,22.6,137.0,35161.4
barley,meher,Oromia,2017,9.19,1536.9,25.1,49.4,18426.8
chickpea,belg,Tigray,2024,1.26,436.7,26.2,183.8,1939.8
coffee,belg,Tigray,2024,16.56,1574.8,20.4,35.9,19368.6
sesame,meher,Afar,2024,2.36,1348.0,11.1,177.1,2650.7
wheat,belg,Afar,2023,6.19,1674.4,27.5,144.5,19277.5
maize,belg,Oromia,2016,10.34,1469.3,20.3,33.0,42112.4
sorghum,meher,Tigray,2015,1.93,1341.7,28.7,76.2,4423.0
sesame,meher,Oromia,2019,2.74,1675.7,18.2,149.7,3181.0
chickpea,belg,Oromia,2016,11.19,663.4,33.8,28.1,12020.7
wheat,meher,Sidama,2016,3.96,486.2,28.5,33.7,6481.5
teff,belg,Amhara,2022,7.48,625.0,10.9,135.0,12524.0
maize,belg,Afar,2019,9.16,1197.3,11.2,75.5,37651.9
sorghum,meher,SNNPR,2018,4.4,324.1,10.7,2.9,8102.9
maize,meher,Oromia,2017,14.62,366.0,22.8,163.1,40461.9
coffee,meher,Sidama,2018,18.72,892.6,20.7,46.5,21109.9
teff,belg,Afar,2020,0.73,619.2,15.5,131.6,1300.8
barley,belg,Oromia,2016,17.77,916.6,29.2,99.9,42896.1
wheat,belg,Oromia,2024,6.82,1246.3,19.7,184.9,20270.9
wheat,belg,Amhara,2020,19.57,1299.6,11.7,3.5,54574.1
sorghum,meher,Amhara,2015,12.52,1645.2,17.7,147.6,30934.0
sorghum,meher,Oromia,2017,7.8,744.9,13.8,40.9,20420.9
chickpea,belg,Amhara,2019,6.69,1480.5,11.0,158.4,11315.8
sesame,belg,Oromia,2018,17.02,796.9,16.1,107.9,17178.9
sorghum,meher,Sidama,2021,10.67,575.3,25.7,12.9,17512.2
chickpea,meher,Amhara,2015,12.87,512.3,15.1,18.4,8589.7
sorghum,meher,Sidama,2016,8.81,1000.6,14.1,39.5,15412.3
sesame,meher,Sidama,2018,6.41,1164.6,34.2,40.3,5395.1
coffee,belg,Tigray,2017,9.68,934.0,25.2,86.7,9725.5
wheat,belg,Oromia,2021,8.83,424.8,32.7,60.0,15850.6
wheat,belg,Tigray,2022,6.46,724.8,24.1,96.2,15976.5
coffee,meher,Afar,2022,4.32,1674.2,10.1,172.3,6418.9
sesame,belg,Tigray,2020,7.99,761.7,34.7,14.2,3425.9
teff,meher,Tigray,2024,3.67,1444.4,33.9,154.3,7219.2
chickpea,belg,Afar,2015,13.19,1689.8,28.4,48.5,17521.8
teff,belg,Afar,2015,14.1,1268.0,16.5,91.1,24817.5
wheat,meher,Oromia,2016,13.07,1675.3,19.9,117.2,36090.3
maize,meher,Tigray,2017,16.68,679.3,17.6,193.5,55261.3
barley,belg,Afar,2016,2.63,1158.9,29.9,162.8,5284.9
barley,meher,Afar,2021,14.13,309.6,14.2,98.3,29877.6
sesame,belg,Afar,2019,14.79,556.0,19.4,140.8,15069.5
sorghum,belg,Amhara,2023,19.0,976.0,30.4,37.1,42081.1
sorghum,belg,Tigray,2022,12.72,1236.6,31.7,33.2,27744.4
barley,meher,Tigray,2016,5.9,813.2,24.6,95.6,11488.8
teff,belg,Oromia,2024,15.89,362.8,15.3,158.4,24293.6
sesame,belg,Tigray,2022,15.26,1206.6,18.4,136.4,16773.7
sorghum,belg,Afar,2021,7.88,385.9,18.9,66.1,17105.9
maize,meher,Tigray,2021,14.64,1632.0,13.5,120.4,58129.0
sorghum,belg,Tigray,2024,13.88,1604.8,22.9,132.0,34149.3
teff,belg,Oromia,2020,17.53,1754.4,28.4,135.6,37715.3
maize,belg,Tigray,2022,19.74,1585.7,32.6,146.9,84332.9
barley,meher,Afar,2017,17.46,1614.4,29.6,143.3,46804.6
maize,belg,Afar,2023,19.75,1000.2,32.4,191.0,73336.2
chickpea,meher,Amhara,2018,3.82,1716.3,27.5,21.1,5641.8
coffee,belg,SNNPR,2018,14.52,1298.9,33.8,134.1,18243.5
wheat,belg,Oromia,2020,17.5,1697.7,29.2,120.1,47861.0
sesame,belg,Amhara,2018,5.55,736.5,12.8,68.0,3475.9
sorghum,meher,Sidama,2020,2.98,770.1,19.5,147.4,6465.7
sorghum,belg,Tigray,2020,15.54,1496.3,33.3,25.3,39534.3
sorghum,meher,Tigray,2015,11.0,990.9,13.6,188.6,28664.2
chickpea,meher,Sidama,2019,3.34,1298.0,30.0,140.6,4558.8
coffee,belg,Sidama,2016,5.83,1571.5,24.3,126.2,8824.1
sesame,meher,SNNPR,2017,16.64,615.9,28.3,162.1,17010.5
teff,meher,Tigray,2021,6.33,1522.5,32.8,31.8,12210.6
sesame,belg,SNNPR,2021,8.13,1091.8,17.1,139.3,8988.7
sorghum,belg,Oromia,2017,6.81,1486.9,31.6,10.8,16289.0
wheat,meher,Tigray,2022,6.18,517.2,15.5,149.7,15086.2
teff,belg,Afar,2024,2.49,1478.2,31.5,75.3,5364.5
wheat,meher,Oromia,2020,19.5,569.4,11.3,196.1,50282.7
coffee,belg,Amhara,2021,5.28,478.2,19.9,60.5,4343.7
sesame,meher,Tigray,2021,5.87,1279.8,19.2,24.0,5125.8
maize,meher,Tigray,2023,4.89,1180.3,34.7,95.9,16270.5
wheat,belg,Tigray,2021,6.32,487.9,18.1,142.8,15314.2
wheat,belg,Afar,2015,8.18,1526.2,29.6,106.0,28407.1
maize,meher,Afar,2016,4.02,1198.7,14.5,110.9,15604.7
coffee,meher,Oromia,2017,11.71,1279.0,12.2,51.4,12578.8
maize,belg,SNNPR,2023,3.85,1765.7,26.5,49.7,13248.7
teff,belg,Afar,2023,9.18,1165.6,27.4,104.5,18684.2
sorghum,meher,Afar,2015,5.12,582.1,17.5,166.5,11453.8
wheat,meher,Sidama,2020,5.91,1393.7,20.6,110.0,16882.1
wheat,belg,Tigray,2016,18.92,1314.8,33.5,28.6,57237.3
sorghum,meher,Afar,2019,19.91,1345.2,14.8,74.4,39626.4
wheat,belg,Amhara,2020,19.85,950.4,10.6,120.7,40367.9
maize,belg,Oromia,2023,2.64,1122.6,11.6,128.0,8478.5
barley,meher,Amhara,2019,0.69,865.7,34.2,75.7,1391.8
maize,meher,Amhara,2023,14.7,759.8,30.5,97.9,37752.0
barley,belg,Sidama,2016,17.98,556.1,33.7,77.9,29591.9
coffee,belg,Tigray,2024,2.99,314.2,22.8,31.1,2582.7
barley,meher,Afar,2020,14.3,673.7,25.2,141.4,32073.1
wheat,belg,SNNPR,2022,10.29,713.7,20.7,188.3,33977.6
barley,meher,SNNPR,2021,15.53,1567.9,25.9,15.3,27194.0
sorghum,meher,Amhara,2024,1.62,1415.1,23.9,98.6,4867.6
sesame,meher,Tigray,2022,10.54,1796.9,32.2,139.6,11636.0
sesame,meher,Sidama,2018,18.26,1418.9,27.9,140.5,22097.3
teff,belg,Amhara,2023,18.12,562.2,19.2,26.7,22853.9
coffee,meher,Tigray,2022,7.89,859.9,12.8,182.8,9808.9
maize,belg,SNNPR,2022,6.22,619.6,28.5,113.8,24334.4
sorghum,belg,Afar,2023,16.6,353.1,21.6,123.5,30601.1
chickpea,belg,SNNPR,2020,2.59,824.6,28.1,80.4,3187.6
teff,meher,Tigray,2022,4.35,1093.6,32.5,82.1,7342.1
barley,meher,Tigray,2021,7.8,846.7,32.3,107.3,14944.2
barley,meher,Tigray,2022,3.66,830.6,20.8,71.8,7675.4
sorghum,belg,Oromia,2017,8.19,1415.9,32.5,32.1,16577.3
sorghum,belg,Afar,2019,2.82,1033.6,22.4,136.3,7829.8
sesame,belg,Amhara,2016,19.17,1489.1,13.2,68.8,21879.5
teff,meher,Oromia,2020,8.88,1195.6,10.2,96.0,15117.8
sesame,meher,Sidama,2017,14.72,580.3,17.0,23.0,9381.5
barley,meher,Afar,2021,4.37,1359.7,30.2,140.2,9092.6
wheat,meher,Oromia,2017,8.33,710.8,14.8,29.2,19375.4
teff,meher,Oromia,2015,7.92,1087.5,27.5,196.0,16349.5
teff,belg,Afar,2015,6.43,703.9,17.0,70.2,11544.7
sesame,meher,SNNPR,2015,4.04,300.8,26.5,64.3,2322.3
maize,belg,Amhara,2019,18.99,845.4,17.6,19.4,67990.2
teff,meher,SNNPR,2020,14.96,842.1,29.5,105.8,21590.5
sorghum,belg,Oromia,2016,3.04,1413.9,13.0,117.3,8262.1
sorghum,meher,Afar,2022,18.55,412.3,23.7,68.6,34336.2
sorghum,meher,Oromia,2017,4.24,1125.7,16.3,175.4,6729.5
coffee,belg,Tigray,2016,18.26,401.6,20.5,186.3,21099.5
barley,meher,SNNPR,2015,19.14,391.2,34.3,38.0,29582.8
sesame,belg,Afar,2023,17.47,1757.3,14.1,150.1,21023.1
sesame,belg,Amhara,2017,0.57,1157.8,24.8,1.8,528.4
chickpea,belg,SNNPR,2018,6.28,702.8,13.0,44.8,5677.6
wheat,belg,Amhara,2019,17.53,377.3,34.5,197.9,43396.6
sorghum,meher,Oromia,2020,12.84,1758.3,18.1,189.3,38177.0
wheat,belg,Sidama,2019,6.83,385.9,30.4,164.8,15931.6
sorghum,belg,Amhara,2019,19.45,1106.1,34.5,155.6,45728.1
sesame,belg,Afar,2024,11.24,1525.3,15.5,53.8,10995.2
sesame,meher,Tigray,2018,14.73,950.9,13.7,95.8,11179.2
wheat,meher,Sidama,2022,18.9,570.6,17.1,62.0,45357.6
wheat,belg,Afar,2024,4.16,515.3,20.7,91.0,9444.9
wheat,meher,Sidama,2016,7.87,331.1,30.7,152.7,17115.9
teff,meher,Amhara,2016,5.72,1707.9,25.0,158.5,14942.0
coffee,meher,Amhara,2017,9.87,1144.3,21.1,32.6,11052.7
coffee,belg,Amhara,2018,1.59,1338.1,25.7,24.6,1828.1
barley,meher,Sidama,2021,3.27,1668.3,10.6,85.4,6794.2
wheat,belg,Afar,2019,4.9,1618.5,19.6,176.8,15734.0
wheat,meher,Amhara,2016,19.15,722.7,11.9,66.7,42639.2
coffee,meher,Oromia,2024,3.45,942.9,18.4,36.3,2550.7
barley,belg,SNNPR,2016,5.79,1048.9,19.2,53.1,13020.2
maize,meher,Amhara,2017,6.74,885.9,28.0,157.1,22643.4
sesame,belg,Amhara,2016,6.8,491.3,29.2,70.5,4420.4
chickpea,belg,Tigray,2021,12.23,1254.9,13.5,188.8,21639.5
chickpea,belg,Sidama,2023,16.52,876.9,24.5,84.4,20279.2
sorghum,meher,Amhara,2020,0.56,1790.9,10.4,111.7,1766.0
teff,belg,SNNPR,2017,6.25,516.2,31.3,194.4,9997.5
sesame,meher,Amhara,2018,1.59,506.7,34.1,140.8,1169.9
sesame,belg,Oromia,2016,13.42,410.7,30.9,174.1,11580.4
teff,meher,SNNPR,2017,2.04,415.6,24.2,162.7,3680.4
wheat,belg,Tigray,2021,14.59,966.0,26.1,2.6,37875.8
maize,meher,Oromia,2015,12.28,560.4,14.0,79.3,26355.8
chickpea,belg,Sidama,2023,6.47,641.0,33.3,54.4,7688.2
maize,belg,Amhara,2018,8.31,384.0,19.8,164.5,33728.0
maize,belg,Tigray,2020,13.23,907.6,19.5,10.9,41468.7
coffee,belg,Amhara,2019,2.61,416.7,25.1,169.3,3214.6
maize,meher,Amhara,2024,0.71,1664.5,14.7,40.3,2560.0
teff,meher,SNNPR,2016,19.54,1147.2,24.1,158.0,42791.5
barley,meher,SNNPR,2019,19.2,1050.3,17.9,78.1,40325.9
coffee,meher,Afar,2016,6.96,1644.8,22.6,100.4,10332.5
sesame,belg,Sidama,2015,6.16,527.3,21.6,177.0,6189.0
maize,meher,Amhara,2017,15.49,541.6,34.1,103.3,47716.9
coffee,belg,Amhara,2020,6.17,1235.2,33.5,8.0,4487.7
sesame,meher,Amhara,2024,12.33,1737.0,24.2,198.9,19160.4
barley,meher,Tigray,2016,9.37,554.6,17.4,13.6,15870.5
coffee,belg,Oromia,2016,3.99,1457.9,16.4,94.7,5208.8
wheat,meher,Sidama,2022,1.27,1588.5,20.0,171.4,4889.4
wheat,belg,SNNPR,2023,16.97,1728.1,19.3,136.4,47359.8
teff,meher,Afar,2018,14.15,1141.2,13.9,21.1,22090.6
sesame,meher,Sidama,2021,17.15,634.6,31.9,133.8,12881.2
chickpea,meher,Oromia,2017,14.77,1676.2,33.1,153.6,26863.5
sorghum,belg,SNNPR,2016,6.69,1794.7,22.2,140.5,16768.5
teff,meher,Tigray,2017,12.98,780.3,10.8,120.2,21438.7
sesame,meher,SNNPR,2021,19.58,620.1,15.3,4.6,10671.1
barley,meher,Oromia,2017,1.85,907.6,17.5,142.4,3420.3
sesame,meher,Afar,2019,4.09,380.6,32.4,85.7,2766.1
sorghum,belg,Tigray,2022,9.77,1333.2,14.0,139.3,23292.5
coffee,belg,Oromia,2023,15.77,1195.7,11.9,133.6,18166.5
coffee,meher,Amhara,2022,18.71,1049.2,17.9,158.4,23469.2
sesame,belg,Sidama,2015,19.77,1715.0,31.4,126.9,22806.0
teff,meher,Afar,2018,8.69,1119.1,14.2,75.5,12798.9
coffee,meher,Amhara,2024,19.12,855.4,19.1,60.4,18015.0
maize,belg,Afar,2022,8.57,827.6,30.7,85.2,35350.0
coffee,meher,Amhara,2022,8.85,565.3,24.9,108.6,7454.5
sesame,belg,Afar,2024,18.79,1658.8,12.5,17.5,20333.2
maize,meher,Afar,2015,12.52,916.9,22.4,150.3,47750.1
chickpea,meher,Afar,2019,17.11,617.8,29.4,110.3,19821.7
maize,meher,Tigray,2016,7.34,1490.6,21.6,181.6,25015.5
sesame,meher,SNNPR,2018,10.4,701.4,26.5,61.5,6255.8
sesame,meher,Oromia,2021,1.14,339.4,29.8,168.2,738.5
coffee,belg,Amhara,2024,19.86,662.7,34.3,38.5,14506.6
sesame,meher,Sidama,2021,3.01,1254.4,34.4,34.7,2669.7
sesame,meher,Oromia,2017,10.33,1247.2,29.6,168.6,11513.9
barley,meher,SNNPR,2018,2.32,338.5,10.3,154.0,4731.1
maize,belg,Oromia,2017,19.68,1251.7,29.4,37.3,76931.9
sorghum,belg,Amhara,2023,16.89,1389.5,30.2,75.6,38768.7
maize,meher,Afar,2015,12.95,1169.0,12.6,91.8,46519.5
maize,meher,Amhara,2019,5.61,570.9,11.9,168.9,20526.0
maize,belg,Oromia,2021,1.93,1738.8,11.9,137.5,6942.0
sesame,belg,Afar,2022,16.27,569.7,10.3,35.7,6358.7
teff,meher,SNNPR,2020,9.94,1221.0,23.7,31.7,15864.5
barley,meher,Amhara,2024,1.08,334.6,22.8,30.5,1908.8
sorghum,meher,SNNPR,2017,4.79,1391.6,33.5,53.5,10001.2
chickpea,meher,Oromia,2020,14.31,1277.9,21.7,161.8,18944.1
sorghum,belg,Amhara,2018,13.9,1631.0,17.0,78.6,38053.1
barley,meher,Amhara,2022,8.95,969.2,24.9,54.3,17058.7
sesame,belg,Amhara,2024,7.38,1646.8,30.5,89.9,8719.2
teff,belg,Sidama,2021,6.22,1540.0,26.1,193.0,13583.0
wheat,belg,Tigray,2017,7.48,409.0,26.4,74.4,18211.3
coffee,meher,Oromia,2020,13.92,1375.2,15.3,113.5,17687.2
maize,belg,SNNPR,2024,4.64,626.2,24.0,143.3,17508.3
maize,belg,Afar,2021,6.7,780.2,14.9,160.5,13574.2
sesame,meher,Oromia,2022,3.84,790.3,19.6,115.3,3652.1
barley,meher,Afar,2024,19.77,1667.5,17.1,168.3,40010.2
teff,belg,Afar,2015,1.85,442.7,30.1,144.7,3462.7
barley,belg,SNNPR,2021,2.06,1461.9,22.3,9.4,3813.3
chickpea,meher,SNNPR,2024,2.5,636.0,30.6,27.7,3568.1
coffee,belg,Amhara,2017,2.22,1386.2,30.3,163.2,3118.9
teff,belg,Oromia,2016,1.44,756.4,16.6,137.6,2506.1
sesame,belg,Afar,2017,18.53,1175.2,13.0,63.9,17751.6
sesame,belg,Afar,2016,10.67,660.8,21.9,98.0,10662.7
barley,belg,Afar,2022,4.9,695.7,17.4,16.6,5973.3
sorghum,meher,Oromia,2022,1.68,319.7,15.4,163.7,3190.5
sorghum,belg,Oromia,2020,4.57,1185.8,23.2,171.7,11802.7
chickpea,meher,Sidama,2016,18.33,628.2,19.1,195.0,24432.8
sorghum,belg,Amhara,2016,5.92,546.3,17.7,174.0,12835.1
maize,meher,Amhara,2015,17.93,580.5,10.7,132.4,54796.1
chickpea,belg,SNNPR,2016,18.58,426.1,20.8,30.1,15072.3
teff,belg,SNNPR,2020,2.41,1272.9,28.3,84.5,4343.4
barley,meher,Tigray,2017,12.08,1094.3,22.3,86.7,23758.8
maize,meher,Oromia,2015,17.95,1162.8,16.0,106.4,51925.4
barley,meher,Sidama,2021,8.14,452.0,28.3,175.9,16158.4
sorghum,belg,Afar,2019,14.26,732.0,10.1,37.0,29790.0
chickpea,belg,Afar,2018,3.82,1322.2,14.2,66.4,3637.0
chickpea,belg,SNNPR,2015,3.96,695.7,11.9,135.8,5399.7
teff,belg,Tigray,2024,0.52,1609.8,21.8,9.0,1134.2
barley,meher,Sidama,2023,3.76,519.9,12.3,60.9,6539.2
coffee,belg,Tigray,2020,19.8,686.0,22.2,72.9,22950.0
coffee,belg,Oromia,2019,13.87,1392.3,10.5,195.7,20311.0
sorghum,meher,SNNPR,2022,1.1,1166.4,27.4,86.1,2547.6
sesame,meher,SNNPR,2023,18.03,973.9,34.0,105.4,16168.7
barley,belg,SNNPR,2021,11.99,1717.9,16.9,38.1,21788.4
maize,belg,Tigray,2024,19.38,1488.5,17.2,193.9,68419.0
chickpea,meher,Tigray,2017,10.7,734.7,24.0,32.5,11395.8
barley,meher,Tigray,2015,4.74,1538.2,13.1,97.7,10495.3
teff,belg,SNNPR,2015,1.47,506.6,32.0,157.1,1554.9
wheat,meher,Afar,2019,3.28,1399.6,20.8,183.7,10068.7
barley,meher,Oromia,2022,18.69,673.1,27.0,77.2,26093.1
barley,belg,Sidama,2019,3.88,953.7,31.9,160.9,9550.8
